Area Latitude,Area Longitude,OBJECTID,STATION_NA,STN_ID_,SECONDARY_,STN_AUTHOR,NETWORK_,LOCATION_O,TYPE_OF_OB,ACTIVE_INA,PERIOD_OF_,LATITUDE,LONGITUDE,COUNTY,CLIMATE_DI,WATER_BASI,HUC,TEMP_,PRECIPITAT,SNOW_FALL,SNW_GND_DP,DEW_POINT,REL_HUM,WIND_SPEED,WIND_GUST,SOLAR_RAD,SOIL_MOIST,SOIL_TEMP,FUEL_TEMP,FUEL_MOIST,PRESSURE,SL_PRESSUR,ALTIMETER,WEATHER_CO,VISIBILITY,UVB,ELEVATION
-12405527.7457,4887758.5002,709,STRAWBERRY HWY STN,428371, ,NOAA/NWS,15 MINUTE PRECIP,http://hurricane.ncdc.noaa.gov/pls/plclimprod/cdomain.abbrev2id?datasetabbv=TD3260&countryabbv=&GeoRegionabbv=&Force,QUARTER HOUR,ACTIVE,1983-PRESENT,40.15,-111.44,WASATCH,5,UTAH LAKE, , ,P, , , , , , , , , , , , , , , , , ,7638.136000
-12402930.1232,4887758.4968,710,HOBBLE CREEK,42400305, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1947-1948,40.15,-111.416667,UTAH,5, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4800.000000
-12382149.2328,4887758.3503,711,STRAWBERRY TUNNEL WEST,42836T99, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1909-1913,40.15,-111.23,WASATCH,0, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,7750.000000
-12252645.0818,4887759.0677,712,MYTON SOUTH BENCH,42597406, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1975-1976,40.15,-110.066667,DUCHESNE,6, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5330.000000
-12499497.1416,4888237.5445,713,JUNIPER WOODLAND SITE, , ,HIPPS/PSB/USU,AMERIFLUX,http://public.ornl.gov/ameriflux/Site_Info/siteInfo.cfm?KEYID=us.rushvalley_juniper.01,HOURLY,ACTIVE,1980-PRESENT,40.1533,-112.2841,TOOELE,3,WEST DESERT, ,T,P, , , , , , ,SR, ,ST, , , , , , , , , 
-12491793.6086,4888412.5217,714,TOWER 3, , ,UT DPT OF ENV QUALITY DIV OF SOLID&HAZARDOUS WAST,Utah State Gov.,http://www.hazardouswaste.utah.gov/CDS/CDS_DCD.htm,HOURLY,ACTIVE, ,40.1545,-112.2149,TOOELE,3,WEST DESERT, ,T, , , , , ,WS,WG, , , , , , , , , , , , 
-12490168.2612,4888456.2367,715,TOWER 2, , ,UT DPT OF ENV QUALITY DIV OF SOLID&HAZARDOUS WAST,Utah State Gov.,http://www.hazardouswaste.utah.gov/CDS/CDS_DCD.htm,HOURLY,ACTIVE, ,40.1548,-112.2003,TOOELE,3,WEST DESERT, ,T, , , , , ,WS,WG, , , , , , , , , , , , 
-12493808.4843,4888514.4086,716,TOWER 4, , ,UT DPT OF ENV QUALITY DIV OF SOLID&HAZARDOUS WAST,Utah State Gov.,http://www.hazardouswaste.utah.gov/CDS/CDS_DCD.htm,HOURLY,ACTIVE, ,40.1552,-112.233,TOOELE,3,WEST DESERT, ,T, , , , , ,WS,WG, , , , , , , , , , , , 
-12567357.6405,4888766.9801,717,WHITE SAGE,DPG05,640035,U.S. Army Dugway Proving Ground,DUGWAY,http://www.wdtc.army.mil/OrgMeteorology.htm,HOURLY,ACTIVE,1997-PRESENT,40.15694,-112.89368,TOOELE,1,WEST DESERT, ,T,P, , ,DP,RH,WS,WG,SR, , , , ,PR,SLP,A, , , ,4361.744000
-12473436.4249,4889213.9778,718,FAIRFIELD,422696, ,NOAA/NWS,15 MINUTE PRECIP,http://hurricane.ncdc.noaa.gov/pls/plclimprod/cdomain.abbrev2id?datasetabbv=TD3260&countryabbv=&GeoRegionabbv=&Force,QUARTER HOUR,ACTIVE,1971-PRESENT,40.16,-112.05,UTAH,3,UTAH LAKE, , ,P, , , , , , , , , , , , , , , , , ,4878.672000
-12499229.9054,4890058.3747,719,SAGEBRUSH SITE, , ,HIPPS/PSB/USU,AMERIFLUX,http://public.ornl.gov/ameriflux/Site_Info/siteInfo.cfm?KEYID=us.rushvalley_sagebrush.01,HOURLY,ACTIVE,2003-PRESENT,40.1658,-112.2817,TOOELE,3,WEST DESERT, ,T,P, , , , , , ,SR, ,ST, , , , , , , , , 
-12498439.5522,4890058.3829,720,CRESTED WHEATGRASS SITE, , ,HIPPS/PSB/USU,AMERIFLUX,http://public.ornl.gov/ameriflux/Site_Info/siteInfo.cfm?KEYID=us.rushvalley_wheatgrass.01,HOURLY,ACTIVE,1980-PRESENT,40.1658,-112.2746,TOOELE,3,WEST DESERT, ,T,P, , , , , , ,SR, ,ST, , , , , , , , , 
-12671962.5878,4890183.093,721,GOLD HILL,42326001, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1966-1990,40.166667,-113.833333,TOOELE,1,WEST DESERT, ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5250.000000
-12412207.3563,4890186.1244,722,BARTHOLOMEW POWERHOUSE,42044905, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1956-1994,40.166667,-111.5,UTAH,5, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5140.000000
-12376954.1423,4890185.9268,723,EAST PORTAL,42231905, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1948-1955,40.166667,-111.183333,WASATCH,5, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,7620.000000
-12376954.1423,4890185.9268,724,STRAWBERRY RESERVOIR EA,42837605, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1905-1977,40.166667,-111.183333,WASATCH,5, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,7620.000000
-12289752.0965,4890186.32,725,DUCHESNE,42225306, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1906-PRESENT,40.166667,-110.4,DUCHESNE,6, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5520.000000
-12287896.7861,4890186.3094,726,DUCHESNE BENCH,42225406, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1973-1974,40.166667,-110.383333,DUCHESNE,6, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5630.000000
-12281369.6807,4890453.4326,727,DUCHESNE,42DUCH00, ,UCC1,UCC1,Utah Climate Center,HOURLY,INACTIVE,1987-2001,40.1685,-110.3247,DUCHESNE,6,UINTAH, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,5476.000000
-12255598.8792,4890453.6859,728,PLEASANT VALLEY,42PLEA00, ,UCC1,UCC1,Utah Climate Center,HOURLY,INACTIVE,1987-2001,40.1685,-110.0932,UINTAH,6,UINTAH, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,5320.000000
-12618156.4883,4890668.974,729,Granite Peak,KQCA,99999,National Weather Service,NWS/FAA,http://www.faa.gov/asos/,HOURLY,INACTIVE, ,40.17,-113.35,TOOELE,1,WEST DESERT, , , , , , , , , , , , , , , , , , , , ,4296.800000
-12571400.8558,4890669.3399,730,Dugway Proving Grounds,KDPG,74003,National Weather Service,NWS/FAA,http://www.faa.gov/asos/,HOURLY,ACTIVE,1997-PRESENT,40.17,-112.93,TOOELE,1,WEST DESERT, ,T, , , ,DP,RH,WS, , , , , , ,PR,SLP,A,WC,VIS, ,4348.952000
-12416660.4685,4890671.6473,731,ROOSEVELT RADIO,427395, ,NOAA/NWS,15 MINUTE PRECIP,http://hurricane.ncdc.noaa.gov/pls/plclimprod/cdomain.abbrev2id?datasetabbv=TD3260&countryabbv=&GeoRegionabbv=&Force,QUARTER HOUR,ACTIVE,1980-PRESENT,40.17,-111.54,UINTAH,6,UINTAH, , ,P, , , , , , , , , , , , , , , , , ,5008.560000
-12397734.9578,4890671.6193,732,CASCADE MOUNTAIN,CAMU1,11J70S,Natural Resources Conservation Service,SNOTEL,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,2003-PRESENT,40.17,-111.37,UTAH,3,UTAH LAKE, ,T,P, , , , , , , , , , , , , , , , , ,7767.040000
-12489422.3797,4890801.492,733,TOWER 1, , ,UT DPT OF ENV QUALITY DIV OF SOLID&HAZARDOUS WAST,Utah State Gov.,http://www.hazardouswaste.utah.gov/CDS/CDS_DCD.htm,HOURLY,ACTIVE, ,40.1709,-112.1936,TOOELE,3,WEST DESERT, ,T, , , , , ,WS,WG, , , , , , , , , , , , 
-12493997.7343,4890976.2128,734,TOWER 5, , ,UT DPT OF ENV QUALITY DIV OF SOLID&HAZARDOUS WAST,Utah State Gov.,http://www.hazardouswaste.utah.gov/CDS/CDS_DCD.htm,HOURLY,ACTIVE, ,40.1721,-112.2347,TOOELE,3,WEST DESERT, ,T, , , , , ,WS,WG, , , , , , , , , , , , 
-12492461.4369,4891165.5528,735,TOWER 9, , ,UT DPT OF ENV QUALITY DIV OF SOLID&HAZARDOUS WAST,Utah State Gov.,http://www.hazardouswaste.utah.gov/CDS/CDS_DCD.htm,HOURLY,ACTIVE, ,40.1734,-112.2209,TOOELE,3,WEST DESERT, ,T,P, , , ,RH,WS,WG,SR, , , , , , , , , , , 
-12515436.2504,4891323.5959,736,FAUST-CLELL LEE,FAU,560019,Tooele County Dept. Emergency Mngt.,TOOELE,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=9,HOURLY,ACTIVE,1998-PRESENT,40.174487,-112.427279,TOOELE,3,WEST DESERT, , , , , , , , , , , , , , , , , , , , ,5320.488000
-12208320.0964,4891352.8255,737,PELICAN LAKE,42PELI00, ,UCC1,UCC1,Utah Climate Center,HOURLY,INACTIVE,1987-2001,40.17467,-109.6685,UINTAH,6,UINTAH, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,4810.000000
-12424453.4132,4892128.4465,738,SPRINGVILLE,QSV,170018,Utah Dept. of Air Quality,AQ,http://www.airmonitoring.utah.gov/County.htm,HOURLY,INACTIVE, ,40.18,-111.61,UTAH,3,UTAH LAKE, , , , , , , , , , , , , , , , , , , , ,4578.880000
-12381036.0404,4892128.3896,739,STRAWBERRY DIVIDE,STDU1,11J08S,Natural Resources Conservation Service,SNOTEL,http://www.wcc.nrcs.usda.gov/snow/,HOURLY,ACTIVE,2000-PRESENT,40.18,-111.22,WASATCH,5,UTAH LAKE, ,T,P, , , , , , , , , , , , , , , , , ,8396.800000
-12285366.101,4892143.2504,740,DUCHESNE RIVER/TABIONA7SE,TADU1, ,17135306,HADS,http://amazon.nws.noaa.gov/hads/charts/UT.html,HOURLY,ACTIVE, ,40.1801,-110.3606,DUCHESNE,6,UINTAH, , ,P, , , , , , , , , , , , , , , , , , 
-12581614.7762,4892372.4883,741,BAKER LAB,DPG10,640040,U.S. Army Dugway Proving Ground,DUGWAY,http://www.wdtc.army.mil/OrgMeteorology.htm,HOURLY,ACTIVE,1997-PRESENT,40.18169,-113.02175,TOOELE,1,WEST DESERT, ,T,P, , ,DP,RH,WS,WG,SR, , , , ,PR,SLP,A, , , ,4292.864000
-12569916.6975,4892611.8698,742,DUGWAY,42225701, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1950-PRESENT,40.183333,-112.916667,TOOELE,1, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4340.000000
-12360255.5529,4892613.708,743,SOLDIER CREEK,42795505, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1968-1973,40.183333,-111.033333,WASATCH,5, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,7610.000000
-12570472.5477,4892680.0022,744,DITTO,DPG01,640031,U.S. Army Dugway Proving Ground,DUGWAY,http://www.wdtc.army.mil/OrgMeteorology.htm,HOURLY,ACTIVE,1997-PRESENT,40.1838,-112.92166,TOOELE,1,WEST DESERT, ,T,P, , ,DP,RH,WS,WG,SR, , , , ,PR,SLP,A, , , ,4344.032000
-12494587.71,4892899.3553,745,TOWER 6, , ,UT DPT OF ENV QUALITY DIV OF SOLID&HAZARDOUS WAST,Utah State Gov.,http://www.hazardouswaste.utah.gov/CDS/CDS_DCD.htm,HOURLY,ACTIVE, ,40.1853,-112.24,TOOELE,3,WEST DESERT, ,T, , , , , ,WS,WG, , , , , , , , , , , , 
-12488220.0984,4893584.3612,746,TOWER T62, , ,UT DPT OF ENV QUALITY DIV OF SOLID&HAZARDOUS WAST,Utah State Gov.,http://www.hazardouswaste.utah.gov/CDS/CDS_DCD.htm,HOURLY,ACTIVE, ,40.19,-112.1828,TOOELE,3,WEST DESERT, ,T,P, , , ,RH,WS,WG, , , , , ,PR, , , , , , 
-12399961.3579,4893585.6828,747,OLMESTEAD PH,426455, ,NOAA/NWS,15 MINUTE PRECIP,http://hurricane.ncdc.noaa.gov/pls/plclimprod/cdomain.abbrev2id?datasetabbv=TD3260&countryabbv=&GeoRegionabbv=&Force,QUARTER HOUR,ACTIVE,1977-PRESENT,40.19,-111.39,UTAH,5,UTAH LAKE, , ,P, , , , , , , , , , , , , , , , , ,4818.648000
-12294204.9899,4893585.7415,748,STARVATION DAM,CUPH,99999,Central Utah Water Conservancy District,CUP,http://www.cuwcd.com/operations/weatherdata.htm,HOURLY,INACTIVE, ,40.19,-110.44,DUCHESNE,5,UINTAH, , , , , , , , , , , , , , , , , , , , ,5723.600000
-12287525.8291,4893585.7423,749,DUCHESNE,KU69,99999,National Weather Service,NWS/FAA,http://www.faa.gov/asos/,HOURLY,INACTIVE, ,40.19,-110.38,DUCHESNE,6,UINTAH, , , , , , , , , , , , , , , , , , , , ,5825.608000
-12489266.4492,4893715.5019,750,TOWER 8, , ,UT DPT OF ENV QUALITY DIV OF SOLID&HAZARDOUS WAST,Utah State Gov.,http://www.hazardouswaste.utah.gov/CDS/CDS_DCD.htm,HOURLY,ACTIVE, ,40.1909,-112.1922,TOOELE,3,WEST DESERT, ,T, , , , , ,WS,WG, , , , , ,PR, , , , , , 
-12491737.8425,4894065.2107,751,TOWER 7, , ,UT DPT OF ENV QUALITY DIV OF SOLID&HAZARDOUS WAST,Utah State Gov.,http://www.hazardouswaste.utah.gov/CDS/CDS_DCD.htm,HOURLY,ACTIVE, ,40.1933,-112.2144,TOOELE,3,WEST DESERT, ,T, , , , , ,WS,WG, , , , , , , , , , , , 
-12597792.2976,4894547.8309,752,HORIZONTAL GRID,DPG08,640038,U.S. Army Dugway Proving Ground,DUGWAY,http://www.wdtc.army.mil/OrgMeteorology.htm,HOURLY,ACTIVE,1997-PRESENT,40.19662,-113.16707,TOOELE,1,WEST DESERT, ,T,P, , ,DP,RH,WS,WG,SR, , , , ,PR,SLP,A, , , ,4260.064000
-12623722.7097,4895040.2617,753,TABIONA 1 SE,428555, ,NOAA/NWS,15 MINUTE PRECIP,http://hurricane.ncdc.noaa.gov/pls/plclimprod/cdomain.abbrev2id?datasetabbv=TD3260&countryabbv=&GeoRegionabbv=&Force,QUARTER HOUR,ACTIVE,1982-1985,40.2,-113.4,DUCHESNE,5,UINTAH, , ,P, , , , , , , , , , , , , , , , , ,6470.456000
-12345412.7383,4895042.5362,754,CURRANT CREEK JUNCTION,42190705, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1985-1996,40.2,-110.9,WASATCH,5, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,6680.000000
-12287896.8333,4895043.1149,755,DUCHESNE AIRPORT,42225206, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1974-1980,40.2,-110.383333,DUCHESNE,6, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5820.000000
-12252645.1056,4895043.4965,756,MYTON,42596906, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1915-PRESENT,40.2,-110.066667,DUCHESNE,6, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5080.000000
-12421703.5554,4895815.3963,757,BAER #11,BBBU1,327E3144,Bureau of Land Management,RAWS/HADS,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,ACTIVE,2001-PRESENT,40.2053,-111.5853,UTAH,3,UTAH LAKE, ,T,P, , ,DP, ,WS,WG,SR,SM,ST,FT,FM, , , , , , ,9140.704000
-12337030.1547,4895892.2895,758,FRUITLAND,42FRUI00, ,UCC1,UCC1,Utah Climate Center,HOURLY,INACTIVE,1993-2001,40.20583,-110.8247,DUCHESNE,6,UINTAH, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,6680.000000
-12500543.718,4895950.3481,759,PONY EXPRESS MARKER,PEM,560020,Tooele County Dept. Emergency Mngt.,TOOELE,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=20,HOURLY,ACTIVE,1998-PRESENT,40.206236,-112.293502,TOOELE,1,WEST DESERT, ,T, , , ,DP,RH,WS,WG, , , , , ,PR,SLP,A, , , ,5096.792000
-12616884.1607,4896209.2094,760,V-GRID,DPG03,640033,U.S. Army Dugway Proving Ground,DUGWAY,http://www.wdtc.army.mil/OrgMeteorology.htm,HOURLY,ACTIVE,1997-PRESENT,40.20802,-113.33857,TOOELE,1,WEST DESERT, ,T,P, , ,DP,RH,WS,WG,SR, , , , ,PR,SLP,A, , , ,4224.968000
-12574698.3282,4896224.1371,761,NW DECON PAD,DPG22, ,U.S. Army Dugway Proving Ground,DUGWAY,http://www.wdtc.army.mil/OrgMeteorology.htm,HOURLY,ACTIVE,2003-PRESENT,40.20812,-112.95962,TOOELE,1,WEST DESERT, ,T,P, , ,DP,RH,WS,WG,SR, , , , ,PR,SLP,A, , , ,4378.800000
-12436328.4097,4897471.9639,762,PROVO AIRPORT,42706103, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1889-1953,40.216667,-111.716667,UTAH,3, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4490.000000
-12430762.069,4897472.0988,763,PROVO RADIO KAYK,42706803, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1952-1977,40.216667,-111.666667,UTAH,3, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4470.000000
-12339846.6322,4897471.967,764,FRUITLAND,42305605, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1910-1966,40.216667,-110.85,DUCHESNE,5, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,6620.000000
-12336135.8692,4897471.9615,765,FRUITLAND 1 ENE,42306305, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1987-1990,40.216667,-110.816667,DUCHESNE,5, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,6570.000000
-12436699.4364,4897957.9321,766,Provo: Provo Municipal Airport,KPVU,99999,National Weather Service,ASOS,http://www.faa.gov/asos/,HOURLY,ACTIVE,1997-PRESENT,40.22,-111.72,UTAH,5,UTAH LAKE, ,T, , , ,DP,RH,WS, , , , , , ,PR,SLP,A,WC,VIS, ,4496.880000
-12368790.3932,4897957.9455,767,STRAWBERRY RESEVOIR,CUPF,99999,Central Utah Water Conservancy District,CUP,http://www.cuwcd.com/operations/weatherdata.htm,HOURLY,INACTIVE, ,40.22,-111.11,WASATCH,5,UTAH LAKE, , , , , , , , , , , , , , , , , , , , ,7605.992000
-12548609.8274,4898962.2595,768,ENGLISH VILLAGE,DPG07,640037,U.S. Army Dugway Proving Ground,DUGWAY,http://www.wdtc.army.mil/OrgMeteorology.htm,HOURLY,ACTIVE,1997-PRESENT,40.2269,-112.72527,TOOELE,1,WEST DESERT, ,T,P, , ,DP,RH,WS,WG,SR, , , , ,PR,SLP,A, , , ,4786.832000
-12487606.3058,4899651.3621,769,FIVE MILE PASS,FMP,560025,Tooele County Dept. Emergency Mngt.,TOOELE,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=10,HOURLY,ACTIVE,1998-PRESENT,40.231621,-112.177287,UTAH,3,UTAH, ,T, , , ,DP,RH,WS,WG, , , , , ,PR,SLP,A, , , ,5379.528000
-12373243.4426,4899902.0512,770,STRAWBERRY HIGHWAY STN,42837105, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1954-1984,40.233333,-111.15,WASATCH,5, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,7640.000000
-12252645.1214,4899902.7329,771,MYTON 3 N,42597106, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1975-1976,40.233333,-110.066667,DUCHESNE,6, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5330.000000
-12430387.157,4902828.5636,772,NORTH PROVO,QNP,170011,Utah Dept. of Air Quality,AQ,http://www.airmonitoring.utah.gov/County.htm,HOURLY,ACTIVE,1997-PRESENT,40.2534,-111.6633,UTAH,3,UTAH LAKE, ,T, , , , , ,WS, , , , , , , , , , , , ,4578.880000
-12584759.728,4903789.0199,773,UPPER AMERCN FORK PH,428939, ,NOAA/NWS,15 MINUTE PRECIP,http://hurricane.ncdc.noaa.gov/pls/plclimprod/cdomain.abbrev2id?datasetabbv=TD3260&countryabbv=&GeoRegionabbv=&Force,QUARTER HOUR,ACTIVE,1986-PRESENT,40.26,-113.05,UTAH,3,UTAH LAKE, , ,P, , , , , , , , , , , , , , , , , ,5328.688000
-12164581.215,4903807.2628,774,ASHLEY CREEK,ACNU1,166B85C6,NOAA/NWS,HADS,http://amazon.nws.noaa.gov/hads/charts/UT.html,HOURLY,ACTIVE, ,40.2601,-109.2756,UINTAH,6,UINTAH, , ,P, , , , , , , , , , , , , , , , , , 
-12511820.4744,4903976.6508,775,Clover,UP106,CLOVER,Union Pacific Railroad,UPR,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=37,HOURLY,ACTIVE,2003-PRESENT,40.26128,-112.3948,TOOELE,1,WEST DESERT, ,T, , , , , , , , , , , , , , , , , , ,5048.576000
-12478411.1177,4904180.1082,776,FAIRFIELD,FFD,560026,Tooele County Dept. Emergency Mngt.,TOOELE,http://www.met.utah.edu/cgi-bin/droman/raws_ca_monitor.cgi?state=UT&rawsflag=290&timeobs=12&orderby=n&type=8,HOURLY,ACTIVE,1998-PRESENT,40.262671,-112.094689,UTAH,3,UTAH LAKE, ,T, , , ,DP,RH,WS,WG, , , , , ,PR,SLP,A, , , ,4900.648000
-12477146.9411,4904763.0902,777,FAIRFIELD,42269603, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1911-PRESENT,40.266667,-112.083333,UTAH,3, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4880.000000
-12293904.5817,4905056.1137,778,CLEAR CREEK,42ZCCD00, , , ,Utah Climate Center,HOURLY,INACTIVE,1992-1993,40.26867,-110.4373,DUCHESNE,5,UINTAH, ,T,P, , , ,RH,WS, , , , , , , , , , , , , 
-12165883.7046,4905057.4661,779,YAMPA PLATEAU,42YAMP00, ,RAWS,RAWS,Utah Climate Center,HOURLY,INACTIVE,1984-1994,40.26867,-109.2873,UINTAH,6,UINTAH, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,7000.000000
-12307808.5341,4905133.3312,780,BLACKTAIL,BLAU1,327CF1AE,Bureau of Land Management,RAWS/HADS,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,ACTIVE,2002-PRESENT,40.2692,-110.5622,DUCHESNE,6,UINTAH, ,T,P, , ,DP,RH,WS,WG,SR, , ,FT,FM, , , , , , ,7367.208000
-12515739.1733,4905248.7045,781,ST JOHN (CENTER),42752N03, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1911-1929,40.27,-112.43,TOOELE,3,WEST DESERT, ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,5200.000000
-12432246.3344,4905250.1165,782,SOUTH OREM,QSO,170017,Utah Dept. of Air Quality,AQ,http://www.airmonitoring.utah.gov/County.htm,HOURLY,INACTIVE, ,40.27,-111.68,UTAH,3,UTAH LAKE, , , , , , , , , , , , , , , , , , , , ,4657.928000
-12412207.262,4905250.6555,783,RICHINS SUMMIT,42726N05, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1909-1910,40.27,-111.5,UTAH,5, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,6500.000000
-12253016.1555,4905250.7514,784,ROOSEVELT-UNION HS,RSVL,99999,AWS: Inc.,AWS,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,INACTIVE, ,40.27,-110.07,DUCHESNE,6,UINTAH, , , , , , , , , , , , , , , , , , , , ,5149.600000
-12387927.0145,4905819.358,785,DANIELS CREEK AT CHARLESTON,DCCU1,1660B3F4,NOAA/NWS,HADS,http://amazon.nws.noaa.gov/hads/charts/UT.html,HOURLY,ACTIVE, ,40.2739,-111.2819,WASATCH,5,UTAH LAKE, , ,P, , , , , , , , , , , , , , , , , , 
-12242407.242,4905907.4249,786,ROOSEVELT,42ROOS00, ,UCC1,UCC1,Utah Climate Center,HOURLY,INACTIVE,1988-2000,40.2745,-109.9747,DUCHESNE,6,UINTAH, ,T,P, , , ,RH,WS, , , , , , , , , , , , ,5020.000000
-12577087.4112,4906470.6327,787,LOWER CEDAR MTN,DPG23, ,U.S. Army Dugway Proving Ground,DUGWAY,http://www.wdtc.army.mil/OrgMeteorology.htm,HOURLY,ACTIVE,2003-PRESENT,40.27838,-112.98108,TOOELE,1,WEST DESERT, ,T,P, , ,DP,RH,WS,WG,SR, , , , ,PR,SLP,A, , , ,4493.928000
-12453398.0355,4906708.6877,788,PELICAN POINT,42674N03, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1911-1913,40.28,-111.87,UTAH,3, , , ,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4600.000000
-12250789.7659,4906709.8145,789,ROOSEVELT,K74V,99999,National Weather Service,NWS/FAA,http://www.faa.gov/asos/,HOURLY,ACTIVE,2003-PRESENT,40.28,-110.05,DUCHESNE,6,UINTAH, ,T, , , ,DP, ,WS,WG, , , , , ,PR,SLP,A,WC,VIS, ,5169.608000
-12166184.2896,4907162.857,790,YAMPA PLATEAU,SFLU1,3243E23A,Bureau of Land Management,RAWS/HADS,http://www.met.utah.edu/jhorel/html/mesonet/,HOURLY,ACTIVE,1997-PRESENT,40.2831,-109.29,UINTAH,6,UINTAH, ,T,P, , ,DP,RH,WS,WG,SR,SM,ST,FT, , , , , , , ,5238.816000
-12438183.847,4907195.2479,791,GENEVA STEEL,42318203, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,INACTIVE,1953-1960,40.283333,-111.733333,UTAH,3, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4550.000000
-12438183.847,4907195.2479,792,OREM TREATMENT PLANT,42653803, ,NWS,COOP,http://climate.usu.edu,ONCE DAILY,ACTIVE,1982-PRESENT,40.283333,-111.733333,UTAH,3, , ,T,P,SNOW FALL,SNW GND DPTH, , , , , , , , , , , , , , , ,4510.000000
